geno,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
g028,2.9638924811090877,1.900866959981398,-0.08684274998843555,-1.4882010748574872,0.2415430446809953,-0.3436484190713779,-0.04154275631561688,-1.09437771909698,-0.21541716079558262,-0.4066990071493553,-1.7408127663689656,0.5911017461260741
g029,-1.6089532140659768,1.1943586394300363,-0.09583432722135773,3.7643994050337426,0.7821264769955835,-0.04597786053447306,-0.4980938815609783,-0.15668823438506232,-0.6909923118043861,-0.7002993799196655,0.43896228571587337,-0.4564810166214557
g030,-0.5837748069832668,-1.0806482331143519,-0.6395744009130401,-1.0569221119038457,0.6791481729419443,1.2550371770002497,-1.6738919917657502,0.266620574869977,0.013961133332482188,0.23455309879658537,-0.8579105269913614,-0.5451836167053102
g031,0.7902798614997082,-0.4573543105966094,-1.3645503266654255,-0.15950441231523269,1.6417050601979704,2.00837693023473,0.23391717758810976,0.9103800246885132,0.16593217079258107,0.3006559140032954,-0.19380041351337257,0.35118223324159914
g032,0.7162727362719471,-1.0983381263041958,-0.9995029029012897,0.36950565329850676,1.6312149694702485,-0.20045836049622828,-0.21266974055343854,0.9520785731872518,-0.06818583986978016,-0.647821184755036,0.4011497127996307,-0.08537797592671813
g033,0.6227325121365,-0.632471170383278,-0.594301777279486,0.9282908992501531,-0.018410404952277783,-0.2041278777068345,-0.6703164076583831,0.03152776933204959,1.358800262569838,0.5568665230878033,-0.42810090175350213,-0.062152339965675665
g034,0.1101233430193932,-1.7486872344307511,-0.02768591980164679,0.6612915502548755,1.5001599656388263,0.03889103270259008,-0.4844265206702116,-0.9182260111181668,0.0413047476293083,-0.2970377702794935,-0.4683307703505639,-0.2947113174349504
g035,-2.0210701728905134,1.4433297070796125,0.9129376824785503,0.9230512948750016,0.25389413207683964,0.18924309805837952,-0.13656032987694175,0.984318034738399,0.1207762737356893,-1.2193016267889567,-0.48506779519341436,-0.5217465522164234
g036,-2.0745995040827334,1.9821558383156246,1.0206742592634126,1.9438161603307407,0.6546900355932639,0.26834764675256273,0.18794464703094824,1.2763859133209636,-0.2543839366169859,0.03844082929980569,-0.8377380277305146,-0.347785043406507
g037,2.13678567779623,-1.2487498498031757,-0.8923287047641223,1.2230217691401792,-1.7212749362581992,0.3626560569040141,0.5221445410025759,0.42224007069002917,0.23656461629542924,-0.5467130073103352,-0.9602501513495086,-0.33150599089164523
g038,-0.4257656865179708,2.3292109597492336,0.4997520395266105,-1.0990964709465756,0.06897790325008064,0.07868048100400274,-0.6249922649622057,-0.1842277615464252,0.26713244849055157,0.9253929132409626,0.12769476199130972,-0.1623578651278762
g039,-1.2051266752926126,-0.6595966717403892,1.2732760228874835,-1.1961782890126107,-0.4369612251757229,0.8493176417919774,0.8304625435053677,1.275084332476671,1.200734618884948,0.41768472653473676,-0.5812949059825572,0.06267427131602596
g040,-1.1990720828022996,0.08732031857491945,-0.3979129260499986,0.16103589975783184,1.769965470876377,-0.4356459046493955,0.3639841672965747,-0.6896787367497259,-0.01934632238549655,-0.1264854991572612,-0.1349155024207236,0.5770217005930587
g041,-0.9876909308008284,2.692774600964194,1.1090353133680049,-0.9433336511195106,0.2050296214224815,0.5240799811248393,-0.5849355164321492,-0.8658196600685464,0.37090844864254924,0.9034226635880538,0.14325205034725969,-0.21175077783725416
g042,-0.4257656865179708,2.3292109597492336,0.4997520395266105,-1.0990964709465756,0.06897790325008064,0.07868048100400274,-0.6249922649622057,-0.1842277615464252,0.26713244849055157,0.9253929132409626,0.12769476199130972,-0.1623578651278762
g043,0.029804819429466098,2.7066188205484063,0.6945237714465876,-0.31045654007334617,-0.39453734411254326,0.5697701164643145,-0.49996346530357316,-0.3652871476087376,0.42150973411678816,0.4213062627956703,0.6059103986342556,-0.31481751768483435
g044,-2.844027611750036,0.2436344001415947,0.15778430989256767,-0.1675228437147489,-0.4883937655372378,-1.4313532923851924,1.6534858579931209,-2.72805426003924,-1.0402638123801264,-1.0095570939424068,-0.5034247884905109,0.42047268459615006
g045,-0.07302298618594005,2.066235104496334,0.6958871436791315,-0.7131370816408585,-0.6457905228387125,0.3247257142906392,-0.5890880123566425,-0.8159536354305501,0.5840714026074391,-0.30838590939383104,0.4484093322268155,0.05194708190215085
g046,0.2484470382487002,-0.9048764556927482,0.49293638797292466,-0.2900370708598057,-0.43885125319566964,0.7277023212070889,-0.13252204345456928,-0.26287735347273394,-1.3915042608160437,-0.6332868796502376,0.0293345065628334,0.27650028309756625
g047,-0.2991314903257226,-0.09621314747199122,1.971947573334164,-1.3619183917132984,-0.257406312274131,0.5783407009522739,-0.14447134204663092,1.7504661122935223,0.18995284592317452,-0.13201259514649222,-0.3094398013227136,-0.17050767865675728
g048,0.8801882733874759,1.4513679885200352,-0.032344131641751935,-3.242338339774981,0.003121122994036489,-1.0877986456611504,0.08189178539732196,0.44086726969293233,0.833679412861818,-1.0437431942613298,-0.47211439722057413,0.298180510170156
g049,0.12937389919761458,-0.5650442949599861,-1.0079347706871022,0.04335731760183559,0.5221675274432016,-0.3187738008998833,0.30411217732421525,1.3230262732259794,0.5169365721469421,-0.6160533470805563,0.2050959184868497,-0.17321825682981623
g050,-0.5593632328451321,0.47636859056358244,-0.26888915797781265,-1.1682754045051618,1.1802502034577418,-0.7837073474622372,0.5611307608510042,1.5769939216823994,1.4595815362925606,0.5115058048980035,-0.6688446368294125,0.08316673401398288
g051,-3.2393658707592468,0.052263703423755636,-0.03559316316012248,-0.24851816623617207,0.9982536511774267,-2.0121018684451353,-0.022175240860568768,0.45603592201367105,-0.8699247790675908,1.108158967235199,-0.03783946510466907,-0.11340988847148122
g052,0.7165826729336562,-2.246935591634559,1.1939856037306638,-1.735344426996585,0.48378339352901023,-1.0781426017640205,0.21642320616592142,-0.1165085162505255,-1.122197114581573,-0.3386222183051392,0.035430702497323496,-0.24629264763489733
g053,1.11351970673176,-0.08342327928759771,-1.6406772743386295,0.43861662909057725,-1.4255250042572711,0.8144319047655,0.2554214264566153,-1.017424743771191,0.11942818502346532,0.4995127635750266,0.9204041406510506,0.3785530720660739
g054,0.4876554411672115,0.25069995216033325,-1.5913596146312827,0.2871921665434586,-1.442629214810915,-0.9180191830792414,-1.1934164001731624,-0.2630128053881141,1.06787830459204,-0.24583875053475499,0.48201968517044425,0.45131470282010167
g055,1.1457546220619226,0.7933694056822284,3.0663210693376755,0.5318796687171468,-2.078581302326696,-2.0241696571579433,0.3794342686414792,0.7793645385347019,-1.759986574710596,2.562741573625544,-0.15831973876504185,0.3470992222094098
g056,-1.3225733160146294,0.49330404454753485,0.533901692166808,0.3613855365616593,-0.7642703487028729,0.5699992841608951,-0.998802062197854,0.2885852810076075,-1.429688583134357,-0.5714629675328953,-0.8150618163683832,0.8511216382762535
g057,-0.09784583807177073,2.2834803437477778,-1.0302183651922427,-1.1532221983231155,0.20958985221608906,-1.0416180612467705,0.008719375248228058,0.2353541776177988,-0.8661532778198346,0.489393228600832,0.26356267126263394,-0.36422982823461403
g058,-2.385782437472373,-1.8929864355702184,-0.2500538735876831,-1.8295334162989318,1.60998353472636,0.6389386887798253,-0.04193706437678063,0.5323609388674719,-0.5609855057052555,1.111359909029726,-1.1230659858983243,0.03190264701645337
g059,-2.4472032033506483,-0.3081436498282024,-2.1909800673459685,-0.9588414666150562,0.11080032631723036,2.0503930566952153,2.09505913467997,-0.6057464016242013,-1.478814913287668,-0.6051107487513981,-1.4207125823276898,-0.13500257878241143
g060,-3.223496161086808,-0.33376141761004385,-0.29171046668549216,-0.5630170295740627,0.5052478915144311,-0.9949372087377503,0.3430930066691428,-0.8708018360952716,0.9124685134196486,0.7224281329867882,-0.8152797485120645,0.2661593092154215
g061,3.6773366716113496,-1.9757041709420866,1.148431225025318,-0.8387853004671174,0.5727810418300163,0.23430510838844792,0.35013963217545385,-0.39508418611276386,-0.09994993023451632,-0.09381130600919801,-0.6063416930694189,-0.38173017591605213
g062,3.60019436708159,-1.8381754893409386,1.0266046034550798,-0.6411832887840597,0.26365033070096694,0.3290292004939942,0.06241515489520413,-0.04275193907974501,0.13255361736653598,-0.18449531446979642,-1.3430711620658753,-0.07482943842425967
g063,2.5313045258171574,-2.798917075251403,0.11144827099862126,-0.8674375816963981,-0.2012434637292441,0.2398919866428933,-0.30058415330969884,0.08360517813503432,-0.6690852984374538,1.274615778954236,-0.5825877492263317,0.5102710299062769
g064,1.8279539463555219,-1.6389875508835978,0.9128392247943535,-1.6915644599710677,-0.07879677959941844,-0.13900959825290243,0.19461594116252176,-0.24378639230844196,0.5546795856347577,0.22056593305115446,0.27971185911874813,-0.8343549731508485
g065,0.34533856310719885,1.3044800373437686,-0.9208003939632383,0.8853899923956243,0.6276757850615865,-0.271787943552028,0.49276894697523743,1.233258975185239,-0.7203014112513574,0.21487755759326221,1.1302623876857125,0.024673849015059368
g066,-0.05969652905904987,1.1009769233631512,1.5327453351205678,0.20914437319836968,-1.577281220560918,-0.767367775771792,0.7469156829849968,0.8068411861130408,0.30365182468939433,1.423352967193268,-0.45150801263212725,0.4284599416685145
g067,1.5520302572413476,-2.8081572975471394,1.0678104639120438,-1.8944751432899163,0.5122360568301845,0.09723574786536066,1.4420996932802541,-0.34426186261264324,-0.6268720403425391,0.060169874007328567,0.07145368316298073,0.6162953529263141
g068,-1.3436578390525749,0.6244885866624912,-0.11631443093597887,-1.3562141477093448,-1.0915791160167956,-0.7819484901996655,-0.8240333233161907,-0.7766564853798728,0.6590393515742259,-1.4671649711751713,-0.03584490931945211,0.724377927670617
g069,-0.7599423432988178,2.43078584655695,0.5002721323139443,-1.26871756118261,-0.059332647756399015,0.32733580903043447,-0.6698598098384729,0.49929312228617545,-0.02029357625364603,0.424764845153642,0.31157952687723456,-0.05165266061282805
g070,-0.9589403261235185,-1.12453153818432,1.7737310635019539,0.7354958405645262,-0.4819615103062502,-0.6833549305650692,0.03422598835037355,0.1959217243726966,-1.8208579476851843,-0.6055871338861112,1.5388554951188294,0.4629129579833343
g071,2.157262750266678,-0.03993141993459748,1.2030432358466372,-1.1027460356756285,0.939227199311588,0.16574319266566387,0.6204852734586073,-0.7665873937138368,-0.6137980929833414,-0.07560899191079755,0.8807304937877823,0.4490436962711833
g072,2.2784062310194244,0.39980403181633656,-0.18063430159196245,-0.45224627682813934,-0.3076930736149622,1.0974105627923205,2.993311828603482,1.1444626385407177,1.1694157926522515,0.5938280441955059,0.897006667590991,0.04170516512954876
g073,-1.2893580672452127,-0.23270543573116367,0.9458451417160557,0.5404890913352957,0.5467226465011711,0.4379205170786779,-0.7351202834477437,0.38955187153588844,1.261932420216802,0.19990960129261737,0.08300455853650658,0.8781684110058591
g074,0.3646065593545863,1.007622398166286,-1.2666545814579793,0.019146345625995098,-1.522140347510898,-0.9616350270589015,1.6644149912372144,-0.5274224140833665,0.19418627305615843,-1.0832909293226738,-0.09603609041331558,-0.250541591133829
g075,0.053119028905433935,0.8274831523244635,-1.5551671393889817,0.1009070580538858,-2.002386621091992,-2.2824926181472565,1.6727891054147683,0.1603396670554392,-0.31133578260788725,-1.1641155539734105,0.5386531628731073,-0.22079261581608822
g076,-0.25170262190820514,0.8125668466418297,-2.340575468804578,-0.4794244028291754,-1.7484413936517578,-1.6497271521952668,1.529804935816981,0.44680750279738457,0.1413177467842276,-0.7581504881957017,0.3145578920416879,-0.39895185883651196
g077,0.9606903676197759,0.2711888051379025,-2.2096018764978838,-0.8374701463927992,-0.9864146792246018,-0.5026331216111443,-1.9223157084624651,-0.5626771797436732,-0.5153775395925095,-0.4417135191247626,-0.5524427202882892,-0.0915074129021659
g078,1.1627204550328836,-0.5808651949804973,-2.111224568165844,-0.09788886146889714,-1.3080626983723649,-0.4881099081945271,0.09888109766603582,-0.05309776218382896,0.403039888758377,0.63817782924367,-0.021148560910208503,0.6322973871955931
g079,-1.1530220310264783,-1.402241019019956,1.8230377700816363,-1.9197323091749643,-1.3712675695048688,1.505775655963022,0.7348822966017896,0.5573041407006537,0.2220832101090996,0.08474914205539924,0.21902616130733132,0.3662907144298495
g080,-0.339935952339976,-0.6822721653132213,1.9603204436777082,-1.2136388610476794,-0.8407992585504774,1.2782760844053835,0.43902812916153977,0.6887590655915075,0.9621187761657646,-0.1418178106915152,-0.25167565830160443,0.5091844131475596
g081,-0.29683626527336243,-0.18781023408266276,0.6616849054524557,-0.5628853350065979,-1.745512522290164,2.2427982227784287,1.3671189022210124,-0.12413479732514227,1.0310972563794871,-0.539490067099159,0.40911192335386665,0.17010569235678483
g082,0.37172592986989006,-0.8022252970760368,1.320156683592623,0.5821058008801718,-0.6044960379712677,1.8841879144910394,1.4732899358808018,0.7685130334681599,-0.5953954491728739,0.7282247442920103,0.9612896576629213,0.6862451012491185
g083,-0.6814838464267502,0.9593747147948528,1.6504191669219508,0.15723313585052406,0.8218764135296169,-1.1711719843136812,-0.22516737233100237,0.051315136723369764,1.1023754996439692,1.444547801139736,-1.2286051238190532,-0.25469406379269177
g084,-0.7380175312467682,-0.05040415241896362,0.6738519930982252,1.4937657806560662,-0.12268018437275557,1.0200454390133875,-0.5777727207376938,-0.4757384743157578,-0.9519187179598335,-1.2992205327357647,0.10033846024837445,0.6571741720404676
g085,1.449167214568196,-0.42556959329720645,2.383149021469959,1.8124112384957791,-0.5478434976204314,-0.5620820449970466,-0.303627713117983,-0.21030253489809997,-0.6436346389116308,0.4790247776615335,0.9281031318428994,-0.18932280344706634
g086,1.3786261253841299,1.0594292372883694,-1.616899375971639,1.6463932137852197,-0.4088283142593619,-0.3684264424667315,-0.6239892270400421,-0.23157426411181717,0.3094694293795434,0.9806858902391714,-0.7788461322543262,0.6752966585035003
g087,1.7464906079298284,1.0134150320289657,0.3948015642287869,1.4970661223186454,-0.4405916616975608,-0.6732574363809551,-1.1461072151132412,-0.7439490976854998,0.2651284437450903,0.5209892963700807,0.6266575228117605,0.318585710430293
g088,1.5364609873034323,1.1025745778810296,-1.405172412558083,0.9177713756451231,-0.5859110253063872,0.05098605926850083,-0.5124599787994496,0.36900360517404646,0.5315907122879371,-0.2183140799122441,-0.19176437375088534,0.0714911195062268
g089,0.2465990805438154,-1.4218540972879183,-1.0268751899442663,0.5483399711250748,0.5326031388933853,-0.38375527309443147,0.24643333888651875,0.8243784177935475,0.6855328226287762,0.06981680695170195,-0.07730179900849132,-0.2694267094609978
g090,1.208877512758843,1.6199392282503413,-2.7944958818266756,0.8525572291183724,-0.6242899554910046,-0.2963578692026222,0.3145257184642972,-0.6192606519161263,-0.3449125801338999,0.05087150902828158,-0.7937907266666815,-0.026147374716742278
g091,-0.49676905086660256,0.08270800724962624,-3.3776359199661883,1.1838840822813574,-0.03258260520380141,-0.28025131375762397,-1.3237945413462173,0.510206217034311,-0.21230242768174673,0.1637389246825008,-0.7807747491335043,0.03349614283496049
g092,2.701646297263783,1.1282462248945757,-2.298241643729063,-0.09370081758362336,-2.133108331431982,1.3041897258670552,-1.0400505359207837,-0.18405358234350522,0.498925174485662,0.7084344034605284,-0.5075772490151634,0.0157289724480979
g093,1.375276349210241,-0.029137606544170302,-0.590128233868049,0.020014990609690364,-1.2477010762984004,0.7176327219049107,-0.49013988338638625,-0.3455483599988022,-0.2265364422185506,-1.4070019180603681,0.9241307221411811,-0.4592662330821184
g094,2.082927445789438,1.3911296951534324,-1.8817081811303822,0.7016684702858111,0.8155104872272334,0.0464693112461258,-1.366239153783159,0.27617954065368316,0.027347230126474553,-0.1665339542669501,-0.20002230060651027,0.768456945604656
g095,1.4265877123039132,-0.2406806884719479,-2.4609857785501674,0.379769139728625,-1.0891449600846466,-0.5789177588875449,-0.7360109534700885,-0.5912082217240736,-0.46165380506391346,0.6996673829229536,0.182022260769881,0.38484115554528153
g096,0.7028447845025918,0.7752256426988098,-1.0724954048203694,1.975797907286898,-0.5321304295396836,-0.40995973621002924,-1.4593554689905286,-0.4810904465636747,-0.28260474888186676,0.4303328191437811,0.35252674098291764,0.786715947328728
g097,-0.6387601576305334,-1.3942443335074146,2.119497375126564,0.5421502199076973,-0.8997666202225678,-0.12462397419953453,0.5125439677543706,-1.4420063070601714,0.21349311319339714,-0.31156283374730787,0.5671099923697741,0.3066344073894254
g098,0.5675662889778152,-1.2398044146414595,-1.4410480113259068,-0.40641171726537106,1.1997833307468238,0.061571385555454744,-1.8231681512899451,-1.3102519416596652,-0.8165318828314421,0.9372503176120274,0.31097436762969244,-0.243315465885742
g099,0.5953881404499002,-1.6588067998174902,0.49417020935169564,-0.5068031664569768,-1.3830935544085554,-0.20364881043138927,-0.769569400358588,0.5433764734632929,1.06667909053638,0.6162577072089442,-0.3181994763253224,-0.7747321960766738
g100,0.4152096108208859,-1.0673938848417062,-1.1901779466561668,0.26003200490322764,1.2849322068668827,-0.9981614090813027,0.48215769611501064,0.9271659686841951,0.10898549572093538,-0.5857337760449091,0.7715397574411762,-0.338553322071771
g101,-2.331218789725459,0.5252190486122061,-1.481377237967108,-0.6519799644420006,0.10694188380785874,-0.019953156787534482,-0.26004816198461167,0.497637089808387,0.871830643768173,-1.0540473319453194,0.4864351242592509,-0.5658429276024975
g102,-2.8555148687735628,0.40750321764741504,-1.7227537418444225,-0.9865101819173192,-1.5856540953306884,-0.18637127868131925,1.5196976018868085,-0.7806091502924964,-0.6805004594217535,0.11003877089800637,0.6746744696475604,-0.23636316990227219
g103,-0.2923762690483104,0.749724309054836,0.9391751463935986,0.11594656066763807,-0.9500858263380616,1.7734538637555584,-0.5858745284463482,-1.7388380244668398,0.4864734641682816,-0.30743945212934565,-0.1451519613611573,-0.1983829925642947
g104,0.39344395009452715,0.6357718371318972,-0.6431641260006771,0.3418838293094614,0.05548341071223422,-0.6284750472320892,0.6246347241047812,0.49109100869928823,-0.9494786706022449,0.5392730088323148,0.8020345855859813,0.0906427849727678
g105,-3.142829801090982,-0.3941076894057898,1.2456409958807753,1.757941815712902,1.0748981112120777,1.522508647188813,0.4769775478847614,-0.38064181159174787,0.7159315939061296,-0.4583515829498257,0.044257139198925655,0.161717526093387
g106,2.3217681886561503,0.8470319483856166,1.5150865211756293,-0.03914276386144194,0.14030553653218808,-0.9409891942780825,-1.170421782450574,0.4479282172671561,-1.3958407405530657,1.091026737247206,-0.09940074879194755,-0.10267255968464101
g107,1.630687983899116,-0.7638269550141821,0.1202808920534153,1.137986405126779,1.8877533582533643,-1.4279743569603804,-0.08467369339840555,0.42721080811442275,-0.2910474625091035,-0.5238192226058969,0.28866509516439365,-0.16841450766028776
g108,-0.7888539975240165,-2.0296920540272563,0.5204742218602267,-0.10472239485027007,-0.509853612137769,-0.698254403976143,1.2847250334347096,0.6863005777208591,1.0631940532373831,1.5237984867397052,0.2887332289308876,0.23358197180277568
g109,0.30950360389826376,1.5272594027284332,-1.1485535296414475,-0.17269770343476637,-0.8325512563256344,-1.253889145957636,0.0337360000028413,-0.38380606025589814,0.2857960781656939,0.029992891185683768,-0.5363528413747755,0.09881604285895913
g110,2.898969000956381,-1.3820382685297365,0.5684201851184394,-0.724605112823372,-0.02602885057011825,1.0599167639261904,0.7230191021632723,-0.20155379384891378,-0.01298120509512795,-0.5551461474808691,-0.1707039605263898,-0.0673999100940284
g111,0.11834247288044226,-0.02994351401497139,-0.3644639468695494,0.2721786155479463,-0.41357401394091525,-0.8386148427560914,0.4230314570856276,-0.06780353151091911,1.7580595882672871,0.0500124865550558,-0.6488562839773515,0.3024433517741099
g112,0.9181413032249108,-0.574732154496334,0.9733274734684282,-0.7240426511786269,-1.191114289923732,0.861697390474712,0.9253807943327498,-0.41437966880801835,0.007956344295882642,0.2226393519169175,0.19942704911601183,-0.10308247586185088
g113,-0.717954081063118,-1.8111062122424606,-0.7289704212078645,1.7398408168189174,1.135008126064143,1.427181720509903,0.4741720604697211,0.30055235312242673,0.18444065401450435,0.10368471122234145,-0.16969471937911068,0.29119154888882237
g114,1.1848594883084087,-0.16162598849592708,0.9863022293816406,0.3997446744645092,-1.7365665841528872,0.1651581210070957,0.25502669565960784,-0.39659281740005803,-0.19424417686660012,-0.1707877862425542,-0.3933024147935116,0.07891801492735562
g115,-0.007458182967126952,-0.8640027472262202,-0.9195678253826352,0.4970924506585884,0.9588868326239419,0.03687730832969001,0.6367467821888998,0.4837981176647003,0.15237561671956365,0.05571720581533675,-0.22333556936507087,-0.1305444337225088
g116,-2.0794843156910425,-1.6392013353538655,0.28864991562839076,-1.6656381542462153,-0.4136221374722651,0.24241894717718643,-2.3320030597168473,-0.1765398550841519,0.0601174542000148,0.21429151185963224,-0.835306182654305,0.7255667442335916
g117,-0.08455353639953414,-1.32027685390056,-0.02178091841843604,1.4246781426062078,0.35126444939175233,0.36832727305781954,0.536333875693895,-0.6383903217668182,0.7626574762718323,-3.419712002095364e-4,-0.44739473067026775,-0.4385789123502353
g118,-2.430046565156533,-1.8529934725909394,0.07848153774142817,0.05840966705924022,-1.032211733085128,0.23801647622842081,1.0366058760765793,0.04745762200080397,1.1058118721350125,0.73445440736627,-0.5097259053241169,0.665051537304158
g119,2.8297068768806,-1.4981601801265905,-0.04820473565241031,0.7811172376155003,0.15978342848043334,0.02068496898323101,-0.4607041783346905,-0.23076935055913514,0.8272021905352058,-0.07481282757729923,-0.11795033056195654,-0.20862619465708893
g120,-0.3972548497412359,3.0654018192689296,0.525017656373818,-1.1763074983634454,0.4814619235004085,0.832104813001483,-0.9032237243287349,-0.9955990693623421,-0.13831398238221024,0.6252114667966691,0.5378734520278324,-0.6123602483314154
